,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (mm),Total Precip (mm),Winter,Summer,Spring,Fall
939,2017,5,28,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1946,2017,9,16,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
981,2016,5,17,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2776,2014,12,6,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2495,2015,11,27,8.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
431,1954,2,1,-1.9,27.2,328.0,59.9,1.0,0.0,0.0,0.0
41,2017,1,21,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1014,2015,5,15,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1325,1992,6,1,16.4,37.2,0.0,37.2,0.0,1.0,0.0,0.0
392,1993,2,1,-8.4,0.0,318.0,26.6,1.0,0.0,0.0,0.0
1810,2013,8,17,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1593,1985,7,1,19.6,91.5,0.0,91.5,0.0,1.0,0.0,0.0
877,1965,4,1,3.4,65.5,97.0,75.2,0.0,0.0,1.0,0.0
97,2015,1,27,-9.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
374,2011,2,1,-5.4,13.9,450.0,47.0,1.0,0.0,0.0,0.0
434,1951,2,1,-4.4,33.8,104.0,44.2,1.0,0.0,0.0,0.0
1218,2016,6,8,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1812,2013,8,15,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1419,2017,7,23,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1105,1968,5,1,9.7,101.3,0.0,101.3,0.0,0.0,1.0,0.0
2225,2016,10,25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2857,1968,12,1,-4.8,27.9,394.0,80.0,1.0,0.0,0.0,0.0
550,2015,3,22,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
648,1968,3,1,0.3,33.3,384.0,57.4,0.0,0.0,1.0,0.0
1636,1942,7,1,20.2,110.0,0.0,110.0,0.0,1.0,0.0,0.0
1224,2016,6,2,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1370,1947,6,1,17.4,117.1,0.0,117.1,0.0,1.0,0.0,0.0
1914,2018,9,18,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1409,2018,7,2,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1863,1976,8,1,18.6,64.8,0.0,64.8,0.0,1.0,0.0,0.0
2668,2017,12,21,-4.0,0.0,40.0,3.0,1.0,0.0,0.0,0.0
2549,2014,11,3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
948,2017,5,19,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2821,2004,12,1,-2.8,53.9,369.0,90.4,1.0,0.0,0.0,0.0
1408,2018,7,3,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1101,1972,5,1,13.0,35.3,0.0,35.3,0.0,0.0,1.0,0.0
279,2017,2,8,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2624,1970,11,1,4.1,39.4,41.0,45.0,0.0,0.0,0.0,1.0
1909,2018,9,23,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,1950,1,1,-1.8,59.9,366.0,96.5,1.0,0.0,0.0,0.0
538,2016,3,3,-7.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
268,2017,2,19,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2695,2016,12,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1261,2014,6,25,21.0,22.0,0.0,22.0,0.0,1.0,0.0,0.0
2708,2016,12,12,0.0,0.0,30.0,3.0,1.0,0.0,0.0,0.0
2827,1998,12,1,0.7,55.2,81.0,63.0,1.0,0.0,0.0,0.0
1807,2013,8,20,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
985,2016,5,13,17.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0
664,1952,3,1,-1.1,58.9,76.0,66.5,0.0,0.0,1.0,0.0
1426,2017,7,16,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
677,1939,3,1,-3.6,26.2,544.0,80.5,0.0,0.0,1.0,0.0
845,1997,4,1,5.8,25.2,26.0,29.2,0.0,0.0,1.0,0.0
1053,2014,5,7,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2109,1985,9,1,17.0,57.6,0.0,57.6,0.0,0.0,0.0,1.0
1038,2014,5,22,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2030,2014,9,22,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1530,2014,7,5,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
266,2017,2,21,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
982,2016,5,16,9.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
2878,1947,12,1,-4.6,19.6,246.0,44.2,1.0,0.0,0.0,0.0
1964,2016,9,28,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2285,2014,10,27,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1022,2015,5,7,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
923,2018,5,13,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018,2015,9,4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2131,1963,9,1,14.0,48.0,0.0,48.0,0.0,0.0,0.0,1.0
2600,1994,11,1,5.4,76.7,92.0,84.9,0.0,0.0,0.0,1.0
1247,2015,6,9,19.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
579,2014,3,24,-8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
509,2017,3,1,5.0,20.0,0.0,20.0,0.0,0.0,1.0,0.0
1129,1944,5,1,15.2,137.9,0.0,137.9,0.0,0.0,1.0,0.0
1819,2013,8,8,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1622,1956,7,1,19.4,108.0,0.0,108.0,0.0,1.0,0.0,0.0
2282,2014,10,30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
834,2008,4,1,9.5,53.6,10.0,54.6,0.0,0.0,1.0,0.0
2843,1982,12,1,0.7,56.8,304.0,80.9,1.0,0.0,0.0,0.0
1696,2017,8,7,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2574,2013,11,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
731,2017,4,8,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
718,2017,4,21,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2842,1983,12,1,-6.4,46.2,363.0,82.0,1.0,0.0,0.0,0.0
1236,2015,6,20,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2357,1998,10,1,10.8,24.0,0.0,24.0,0.0,0.0,0.0,1.0
351,2014,2,21,2.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0
541,2015,3,31,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1811,2013,8,16,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2837,1988,12,1,-2.8,18.6,156.0,31.5,1.0,0.0,0.0,0.0
1087,1986,5,1,14.3,75.2,0.0,75.2,0.0,0.0,1.0,0.0
1986,2016,9,6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2006,2015,9,16,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1514,2014,7,21,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2550,2014,11,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
317,2015,2,27,-15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
258,2018,2,1,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1948,2017,9,14,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,2018,1,19,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1731,2016,8,3,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2389,1966,10,1,8.3,24.4,0.0,24.4,0.0,0.0,0.0,1.0
335,2015,2,9,-12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2177,2018,10,11,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2680,2017,12,9,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2480,2016,11,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
132,2014,1,23,-17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1833,2006,8,1,21.1,40.2,0.0,40.2,0.0,1.0,0.0,0.0
1908,2018,9,24,15.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
1541,2013,7,25,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1560,2013,7,6,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2118,1976,9,1,14.4,69.9,0.0,69.9,0.0,0.0,0.0,1.0
87,2016,1,6,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
299,2016,2,17,-6.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2665,2017,12,24,-6.0,0.0,90.0,8.0,1.0,0.0,0.0,0.0
2349,2006,10,1,8.7,120.6,0.0,120.6,0.0,0.0,0.0,1.0
2273,2015,10,8,11.0,13.0,0.0,13.0,0.0,0.0,0.0,1.0
116,2015,1,8,-13.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2175,2018,10,13,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1234,2015,6,22,21.0,22.0,0.0,22.0,0.0,1.0,0.0,0.0
2752,2014,12,30,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,2016,1,29,-6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1507,2014,7,28,17.0,19.0,0.0,19.0,0.0,1.0,0.0,0.0
1575,2003,7,1,21.8,66.2,0.0,66.2,0.0,1.0,0.0,0.0
968,2016,5,30,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2753,2014,12,29,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2229,2016,10,21,8.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0
744,2016,4,25,6.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0
1730,2016,8,4,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1712,2016,8,22,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1719,2016,8,15,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
871,1971,4,1,4.6,24.6,15.0,24.9,0.0,0.0,1.0,0.0
2599,1995,11,1,1.0,92.6,272.0,121.6,0.0,0.0,0.0,1.0
1035,2014,5,25,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1684,2017,8,19,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1039,2014,5,21,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
337,2015,2,7,-5.0,0.0,60.0,5.0,1.0,0.0,0.0,0.0
1816,2013,8,11,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1132,1941,5,1,13.9,53.8,0.0,53.8,0.0,0.0,1.0,0.0
2521,2015,11,1,10.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
752,2016,4,17,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1952,2017,9,10,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
853,1989,4,1,5.1,36.6,60.0,41.1,0.0,0.0,1.0,0.0
2512,2015,11,10,5.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0
1385,2018,7,26,23.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0
196,1972,1,1,-6.0,10.9,328.0,37.8,1.0,0.0,0.0,0.0
2209,2017,10,10,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2810,2013,12,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2684,2017,12,5,5.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0
177,1991,1,1,-5.7,11.3,246.0,33.6,1.0,0.0,0.0,0.0
2801,2013,12,12,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1073,2000,5,1,14.3,124.4,0.0,124.4,0.0,0.0,1.0,0.0
2105,1989,9,1,15.7,44.1,0.0,44.1,0.0,0.0,0.0,1.0
2585,2009,11,1,6.0,32.2,0.0,32.2,0.0,0.0,0.0,1.0
2351,2004,10,1,10.7,35.2,0.0,35.2,0.0,0.0,0.0,1.0
647,1969,3,1,-1.8,26.7,66.0,35.6,0.0,0.0,1.0,0.0
2799,2013,12,14,-13.0,0.0,100.0,7.0,1.0,0.0,0.0,0.0
678,1938,3,1,1.4,35.3,64.0,41.7,0.0,0.0,1.0,0.0
1243,2015,6,13,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1858,1981,8,1,19.4,128.5,0.0,128.5,0.0,1.0,0.0,0.0
1450,2016,7,23,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
611,2005,3,1,-1.6,9.6,256.0,32.8,0.0,0.0,1.0,0.0
36,2017,1,26,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0
2580,2013,11,2,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
126,2014,1,29,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
478,2018,3,1,2.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0
2019,2015,9,3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
987,2016,5,11,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
613,2003,3,1,-0.7,27.8,238.0,50.0,0.0,0.0,1.0,0.0
1147,2018,6,19,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1742,2015,8,23,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2505,2015,11,17,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
537,2016,3,4,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2374,1981,10,1,6.5,126.1,61.0,134.9,0.0,0.0,0.0,1.0
1456,2016,7,17,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2253,2015,10,28,12.0,37.0,0.0,37.0,0.0,0.0,0.0,1.0
2840,1985,12,1,-4.6,13.9,252.0,35.9,1.0,0.0,0.0,0.0
2832,1993,12,1,-2.7,20.4,88.0,28.8,1.0,0.0,0.0,0.0
2049,2014,9,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1152,2018,6,14,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2530,2014,11,22,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
107,2015,1,17,-6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
2874,1951,12,1,-3.5,13.0,866.0,99.6,1.0,0.0,0.0,0.0
1920,2018,9,12,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,1972,2,1,-8.0,6.1,551.0,59.7,1.0,0.0,0.0,0.0
1692,2017,8,11,21.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2504,2015,11,18,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1836,2003,8,1,22.1,53.4,0.0,53.4,0.0,1.0,0.0,0.0
1904,2018,9,28,17.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
2758,2014,12,24,8.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0
627,1989,3,1,-2.1,14.6,168.0,37.1,0.0,0.0,1.0,0.0
300,2016,2,16,-1.0,0.0,70.0,7.0,1.0,0.0,0.0,0.0
1298,2013,6,18,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
936,2017,5,31,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2475,2016,11,17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1424,2017,7,18,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
459,2018,3,20,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2697,2016,12,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
137,2014,1,18,-6.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
723,2017,4,16,16.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
1935,2017,9,27,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2846,1979,12,1,-1.1,84.4,243.0,101.0,1.0,0.0,0.0,0.0
145,2014,1,10,-3.0,1.0,20.0,3.0,1.0,0.0,0.0,0.0
837,2005,4,1,7.8,81.2,162.0,97.6,0.0,0.0,1.0,0.0
919,2018,5,17,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1509,2014,7,26,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1374,1943,6,1,20.1,45.2,0.0,45.2,0.0,1.0,0.0,0.0
817,2014,4,12,9.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0
859,1983,4,1,5.5,82.0,20.0,83.2,0.0,0.0,1.0,0.0
2863,1962,12,1,-4.5,43.7,206.0,59.9,1.0,0.0,0.0,0.0
2216,2017,10,3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2097,1997,9,1,15.5,48.0,0.0,48.0,0.0,0.0,0.0,1.0
685,2018,4,24,12.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
2788,2013,12,25,-10.0,0.0,50.0,2.0,1.0,0.0,0.0,0.0
2539,2014,11,13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1577,2001,7,1,21.0,34.0,0.0,34.0,0.0,1.0,0.0,0.0
956,2017,5,11,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1555,2013,7,11,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
549,2015,3,23,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
980,2016,5,18,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
510,2016,3,31,12.0,20.0,0.0,20.0,0.0,0.0,1.0,0.0
418,1967,2,1,-8.7,13.0,414.0,42.4,1.0,0.0,0.0,0.0
1200,2016,6,26,26.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0
1067,2006,5,1,14.4,82.0,0.0,82.0,0.0,0.0,1.0,0.0
66,2016,1,27,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
710,2017,4,29,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1619,1959,7,1,22.3,27.7,0.0,27.7,0.0,1.0,0.0,0.0
709,2017,4,30,6.0,14.0,0.0,14.0,0.0,0.0,1.0,0.0
1,2018,1,30,-11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
475,2018,3,4,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1404,2018,7,7,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1384,2018,7,27,22.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
2300,2014,10,12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
765,2016,4,4,-5.0,0.0,40.0,4.0,0.0,0.0,1.0,0.0
1838,2001,8,1,23.2,34.6,0.0,34.6,0.0,1.0,0.0,0.0
2785,2013,12,28,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,2018,4,26,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
21,2018,1,10,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
1088,1985,5,1,13.1,75.9,0.0,75.9,0.0,0.0,1.0,0.0
979,2016,5,19,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1223,2016,6,3,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1769,2014,8,27,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
254,2018,2,5,-11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2660,2017,12,29,-12.0,0.0,50.0,3.0,1.0,0.0,0.0,0.0
963,2017,5,4,8.0,20.0,0.0,20.0,0.0,0.0,1.0,0.0
1651,2018,8,21,23.0,26.0,0.0,26.0,0.0,1.0,0.0,0.0
1654,2018,8,18,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2443,2017,11,19,1.0,1.0,10.0,2.0,0.0,0.0,0.0,1.0
1501,2015,7,3,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
248,2018,2,11,-4.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0
1401,2018,7,10,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1532,2014,7,3,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2577,2013,11,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,1992,1,1,-4.2,13.6,266.0,37.2,1.0,0.0,0.0,0.0
1605,1973,7,1,20.8,62.5,0.0,62.5,0.0,1.0,0.0,0.0
1491,2015,7,13,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
402,1983,2,1,-3.1,34.7,77.0,40.6,1.0,0.0,0.0,0.0
2662,2017,12,27,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
725,2017,4,14,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1744,2015,8,21,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1542,2013,7,24,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2613,1981,11,1,3.4,56.1,17.0,57.8,0.0,0.0,0.0,1.0
421,1964,2,1,-6.1,0.0,323.0,28.7,1.0,0.0,0.0,0.0
103,2015,1,21,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
236,2018,2,23,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0
2010,2015,9,12,14.0,15.0,0.0,15.0,0.0,0.0,0.0,1.0
955,2017,5,12,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1767,2014,8,29,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1254,2015,6,2,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2855,1970,12,1,-5.2,23.1,709.0,80.5,1.0,0.0,0.0,0.0
2029,2014,9,23,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1021,2015,5,8,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2171,2018,10,17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
999,2015,5,30,20.0,23.0,0.0,23.0,0.0,0.0,1.0,0.0
1756,2015,8,9,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
880,1962,4,1,6.9,24.4,102.0,34.5,0.0,0.0,1.0,0.0
1697,2017,8,6,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2463,2016,11,29,10.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0
2346,2009,10,1,8.7,71.0,0.0,71.0,0.0,0.0,0.0,1.0
2110,1984,9,1,13.9,74.7,0.0,74.7,0.0,0.0,0.0,1.0
517,2016,3,24,-1.0,9.0,10.0,15.0,0.0,0.0,1.0,0.0
203,1965,1,1,-6.9,35.6,442.0,70.1,1.0,0.0,0.0,0.0
2595,1999,11,1,5.8,77.0,12.0,78.2,0.0,0.0,0.0,1.0
1861,1978,8,1,19.7,63.6,0.0,63.6,0.0,1.0,0.0,0.0
378,2007,2,1,-8.4,0.0,272.0,24.6,1.0,0.0,0.0,0.0
2303,2014,10,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,2015,1,13,-16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
928,2018,5,8,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1865,1974,8,1,19.7,14.5,0.0,14.5,0.0,1.0,0.0,0.0
159,2009,1,1,-8.8,1.0,460.0,44.4,1.0,0.0,0.0,0.0
904,1938,4,1,7.6,21.8,114.0,33.3,0.0,0.0,1.0,0.0
1945,2017,9,17,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1823,2013,8,4,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1335,1982,6,1,15.2,112.5,0.0,112.5,0.0,1.0,0.0,0.0
2712,2016,12,8,-2.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
1878,1961,8,1,20.6,56.1,0.0,56.1,0.0,1.0,0.0,0.0
206,1962,1,1,-7.3,32.0,371.0,67.6,1.0,0.0,0.0,0.0
164,2004,1,1,-9.4,4.8,632.0,49.6,1.0,0.0,0.0,0.0
1112,1961,5,1,11.7,63.5,5.0,64.0,0.0,0.0,1.0,0.0
1256,2014,6,30,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
640,1976,3,1,0.2,64.8,277.0,116.3,0.0,0.0,1.0,0.0
1393,2018,7,18,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1625,1953,7,1,21.2,71.9,0.0,71.9,0.0,1.0,0.0,0.0
1613,1965,7,1,17.3,63.5,0.0,63.5,0.0,1.0,0.0,0.0
2816,2009,12,1,-2.4,61.0,142.0,80.4,1.0,0.0,0.0,0.0
76,2016,1,17,-5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2460,2017,11,2,11.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0
2101,1993,9,1,13.6,59.2,0.0,59.2,0.0,0.0,0.0,1.0
2146,1948,9,1,17.9,154.4,0.0,154.4,0.0,0.0,0.0,1.0
342,2015,2,2,-14.0,0.0,60.0,6.0,1.0,0.0,0.0,0.0
775,2015,4,24,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2215,2017,10,4,19.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0
1765,2014,8,31,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
638,1978,3,1,-3.9,31.5,93.0,39.8,0.0,0.0,1.0,0.0
506,2017,3,4,-10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,2016,1,26,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1372,1945,6,1,16.7,81.3,0.0,81.3,0.0,1.0,0.0,0.0
2135,1959,9,1,18.7,69.3,0.0,69.3,0.0,0.0,0.0,1.0
1442,2016,7,31,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1126,1947,5,1,10.7,84.8,0.0,84.8,0.0,0.0,1.0,0.0
688,2018,4,21,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2516,2015,11,6,13.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0
1257,2014,6,29,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2523,2014,11,29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1554,2013,7,12,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1992,2015,9,30,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2522,2014,11,30,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,2017,2,3,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1473,2015,7,31,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
922,2018,5,14,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1065,2008,5,1,11.8,68.8,0.0,68.8,0.0,0.0,1.0,0.0
2007,2015,9,15,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2446,2017,11,16,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1610,1968,7,1,19.5,58.2,0.0,58.2,0.0,1.0,0.0,0.0
2537,2014,11,15,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
657,1959,3,1,-2.0,30.7,292.0,59.9,0.0,0.0,1.0,0.0
